Gesture A,"[2.6144683, 3.2944214, -1.3024458, 10.218452, 5.7843914, 2.3942018, 0.2681506, 1.0630256, 0.4309563, 0.51714754, 0.58418524]","[11.310209, 9.461885, -5.6790466, 25.349808, 2.6719291, 4.9416323, 9.404425, 8.6574335, 8.801085, 8.7532015, 8.935161]","[4.8745947, 5.506664, -7.2592196, 18.071434, -1.4077905, 2.7006595, 4.9895163, 4.050989, 4.156334, 3.3518825, 3.8307228]"
Gesture A,"[0.545878, 8.628703, -1.0055647, 0.4213795, 3.9073372, 10.007763, -1.8387469, 0.9959879, 0.92895025, 0.8331822, 0.47884035]","[7.680599, 21.83512, -7.1251445, 5.085284, 16.376339, 4.003105, 11.473015, 8.6574335, 9.433155, 9.212888, 9.279925]","[3.1507695, 7.192182, -2.0494366, -1.7717092, 10.812215, -8.015787, 11.386824, 0.8619126, 2.4612393, 2.3558946, 1.1875241]"
Gesture A,"[1.4939818, 6.3781533, 2.1739352, -1.6472107, 1.1875241, 3.7732618, 7.2592196, -4.156334, 1.1971009, 0.6991069, 0.25857377]","[7.9008656, 15.868769, 2.566584, -2.3463178, 23.099258, 4.4723687, 5.9280434, 10.304645, 8.628703, 9.3182335, 9.260772]","[3.1411927, 8.494628, 1.0534488, -4.8362875, 18.741812, 0.90021986, -5.00867, 5.8705826, 3.7541082, 3.3135753, 2.6623523]"
Gesture L,"[1.0821792, -0.7374141, 5.717354, 4.654328, 5.094861, 3.323152, -8.848969, 32.407913, -8.39886, 1.292869, 1.5897499, 0.91937345, 0.9672575]","[8.24563, 6.1100025, 8.839393, 7.824251, 8.389283, 10.726024, -8.437167, 18.971655, 1.9440918, 8.034941, 8.149862, 8.073248, 8.63828]","[4.2999864, 1.9153614, 9.050082, 5.209783, 5.5641246, 1.0055647, -7.929596, 2.3463178, 21.068975, 6.531382, 4.146757, 3.8977604, 3.5817258]"
Gesture L,"[0.7757214, 1.8291701, 7.843405, 10.390836, -2.030283, 0.21068975, 0.37349546]","[9.911995, 6.5026517, 9.346964, 5.2863975, 9.011775, 7.9583263, 8.082825]","[0.40222588, -1.6089035, 2.231396, -3.5434184, 7.6231384, 5.1235914, 4.6830587]"
Gesture L,"[0.39264908, -4.3382936, 10.007763, 4.3287168, -0.7374141, 0.25857377, -0.1340753, 0.15322891]","[9.212888, -3.083732, 17.477673, 2.8538885, 9.251195, 7.967903, 8.571242, 8.561666]","[-0.81402856, -3.8307228, 17.06587, 1.1587936, 5.4779334, 4.405331, 5.085284, 4.10845]"
Gesture L,"[0.6512229, -3.8786068, 14.001291, 8.350976, -3.265691, 1.4460979, 0.17238252, 0.21068975, 0.047884032]","[9.174581, -1.283292, 20.810402, 2.585738, 11.951855, 8.159439, 8.418014, 9.11712, 8.418014]","[-0.641646, -0.92895025, 15.571888, -2.2409728, 11.597513, 4.8267107, 4.175488, 3.5338416, 2.681506]"
Gesture L,"[1.0726024, 3.6296098, 11.999739, -3.9743748, 0.78529817, -0.90979666, 0.47884035]","[5.315128, 12.670115, 5.8705826, 14.221559, 8.111555, 7.824251, 8.437167]","[-0.80445176, -1.4556746, -4.003105, 11.444284, 4.098873, 6.339846, 4.146757]"
Gesture L,"[0.8619126, -0.90021986, 15.696386, 7.07726, -1.1875241, -0.076614454, 1.1204864, 0.22026655]","[9.433155, -0.29688102, 20.446482, 3.6391866, 11.271901, 8.810662, 7.7667904, 8.226477]","[0.16280572, -0.80445176, 8.197746, 0.2681506, 14.039598, 5.3821654, 4.3478703, 3.7828386]"
Gesture L,"[0.15322891, -2.8060043, 8.42759, 4.903325, -0.08619126, 0.05746084, 0.8619126, 0.6991069]","[7.9391727, -1.7717092, 14.365211, 4.1276035, 6.38773, 8.255207, 7.9966335, 7.8625584]","[-0.5650316, -1.5610195, 8.580819, 4.3766007, 8.714894, 6.5218053, 5.6215854, 5.046977]"
