Gesture R,"[1.8866309, 0.59376204, 4.55856, 9.892841, 8.743625, -1.3503298, -11.329363, 17.51598, 5.2768207, 4.6830587, 3.0262709]","[9.069236, 0.02873042, 9.260772, 16.615759, -0.5746084, -3.3327289, 12.248735, 10.352529, -1.7525556, 10.505757, 10.362105]","[-1.0821792, 1.4939818, 5.2480903, 6.847417, -0.7374141, -1.7429788, 19.469648, -1.7046716, 0.23942018, 16.931795, 7.086837]",,,,,,
Gesture R,"[0.15322891, 0.1340753, 4.0318356, 8.015787, 10.812215, -15.9262295, 18.684351, 6.9719152, 0.6512229]","[9.299079, 2.2697031, 6.6367273, 14.566323, -4.7022123, -0.08619126, 15.734694, -3.2944214, 15.9262295]","[1.6376339, 2.7006595, 3.9456444, 15.792154, -8.475474, 4.817134, 3.3423057, -2.920926, 12.890382]",,,,,,
Gesture R,"[1.532289, 1.7046716, 17.295713, 9.002198, 1.8962077, -7.3549876, 14.30775, 6.6079965, 5.6215854, 4.4436383]","[7.1251445, -1.13964, 31.814152, 4.453215, -7.8050976, 16.136919, 5.5258174, -0.038307227, 15.658079, 10.486604]","[0.47884035, -0.25857377, 15.801731, 2.8443117, -4.759673, 17.132908, -2.087744, 0.38307226, 9.509769, 4.912902]",,,,,,
Gesture R,"[2.0111294, 1.6184803, 21.231781, 9.279925, 3.064578, -12.928689, 15.275007, 7.07726, 2.8538885, 4.548983]","[7.07726, -0.7086837, 32.829292, 4.31914, -4.9703627, 5.3821654, 11.760319, -2.7485435, 19.594147, 11.18571]","[-0.35434186, -0.1340753, 16.654066, 5.535394, -6.2632318, 16.060305, -1.1300632, -1.9249382, 14.997279, 5.889736]",,,,,,
Gesture R,"[1.9440918, 1.0151415, 14.709975, 7.5465236, 9.375694, -15.20797, 17.180792, 2.432509, 7.5561004]","[8.90643, -1.5514427, 29.745562, 6.5026517, -5.161899, 4.357447, 13.034034, -3.0550013, 15.95496]","[0.5267244, 0.8714894, 9.662998, 7.240066, -7.335834, 15.064317, -2.327164, 0.20111294, 6.042965]",,,,,,
Gesture R,"[1.2449849, 1.685518, 15.811308, 8.073248, -0.4405331, -7.3166804, 16.184803, 7.632715, 7.881712]","[6.2823853, -0.2777274, 36.190754, 0.90021986, -5.5162406, 17.017986, 1.7238252, 1.8866309, 14.729129]","[0.92895025, 1.2641385, 15.8304615, 2.2409728, -4.903325, 20.973207, -4.654328, 6.9719152, 6.3302693]",,,,,,
Gesture R,"[1.7525556, 2.873042, 18.090588, 9.940725, -1.4556746, -2.3654714, 13.455414, 6.4547677, 5.8322754]","[5.2289367, 2.4229321, 26.441563, -1.3599066, -4.663905, 17.03714, 0.33518824, 11.300632, 13.129802]","[0.7757214, 0.842759, 8.935161, 0.6512229, -2.0973208, 22.40015, -4.654328, 13.043611, 6.3781533]",,,,,,
Gesture R,"[2.566584, 0.8714894, 12.411542, 7.929596, 0.63206923, -13.321339, 15.322891, 10.812215, 8.532935]","[7.776367, -0.02873042, 32.4558, 2.8060043, -7.297527, 14.010868, 0.22984336, 12.641385, 12.373235]","[0.37349546, 0.35434186, 21.040245, 3.9073372, -1.1683705, 17.879898, -6.694188, 14.374787, 7.8625584]",,,,,,
Gesture R,"[3.0071173, 1.8483237, 11.147403, 8.676587, -2.7964275, 3.8115692, 11.932701, 2.480393, 2.0685902]","[5.90889, 2.4420857, 29.1518, 0.82360536, -5.899313, 22.266075, -3.3135753, 21.030668, 7.479486]","[-0.1436521, -0.4213795, 17.228676, 4.10845, -3.5338416, 13.8480625, -4.6160207, 16.912642, 5.8226986]",,,,,,
Gesture R,"[0.5267244, -0.5746084, 9.653421, 4.7022123, 10.036493, -17.54471, 20.216639, 5.3342814, 6.435614]","[10.658986, -0.47884035, 15.26543, 10.01734, -3.2273839, -0.60333884, 13.168109, -3.4955344, 22.505495]","[1.283292, 2.078167, 2.1260512, 10.477027, -7.326257, 14.623784, -4.1276035, 1.6376339, 22.227768]",,,,,,
Gesture R,"[0.08619126, 0.7661445, 13.043611, 9.710882, -3.916914, 13.8959465, 6.655881, 10.582372, 7.019799]","[6.090849, 1.340753, 25.665842, -0.46926352, -4.271256, 22.37142, -4.4915223, 14.4130945, 14.939818]","[1.4748282, 1.7429788, 10.563218, -0.61291564, -1.0247183, 10.170568, -3.122039, 20.954054, 10.477027]",,,,,,
Gesture R,"[1.7717092, -0.1436521, 13.541605, 4.1180267, 8.226477, -12.152967, 21.337126, 5.717354, 14.958972]","[8.360553, -1.9728222, 33.327286, 2.7581203, -3.0454245, 0.7469909, 17.621325, -5.4300494, 23.66429]","[0.06703765, 2.9496565, 26.54691, 9.768343, -8.130709, 6.129156, -2.1739352, -0.94810385, 19.16319]",,,,,,
Gesture R,"[1.9536686, -1.1779473, 12.325351, 10.352529, 4.865018, -14.949395, 18.550274, 5.4300494, 11.003751]","[8.475474, -1.9919758, 31.392773, 8.207323, -5.2768207, 5.7269306, 11.808203, -4.7884035, 24.267628]","[0.32561144, 3.0071173, 22.256498, 9.883265, -7.8146744, 15.897499, -3.6870706, -1.2066777, 15.696386]",,,,,,
Gesture R,"[1.3215994, 0.89064306, 8.2169, 7.728483, 4.903325, -14.662091, 13.417107, 6.7133417, 7.6231384]","[8.082825, -1.3311762, 31.96738, 6.129156, -6.847417, 14.422671, 0.4405331, 1.3503298, 22.218191]","[0.7086837, 1.2545617, 26.02976, 5.7365074, -6.3111157, 20.216639, -5.2289367, 14.346057, 10.907983]",,,,,,
Gesture R,"[2.1643584, -2.231396, 7.2304893, 7.1059904, 5.841852, -12.344504, 16.567875, 5.449203, 7.297527]","[7.776367, -1.8770541, 28.222849, 6.789956, -3.1986535, 2.432509, 15.20797, -2.873042, 15.993267]","[0.009576807, 3.0454245, 22.73534, 11.511322, -5.6886234, 3.9935284, 0.48841715, -1.0151415, 14.748282]",,,,,,
Gesture R,"[1.541866, -0.91937345, 10.94629, 6.7324953, 6.579266, -8.820239, 15.840038, 6.3111157, 11.549629]","[8.101978, -1.2066777, 31.814152, 8.360553, -3.6870706, 4.6160207, 19.211075, -1.2354081, 10.754754]","[0.6512229, 2.72939, 19.82399, 8.590396, -6.129156, 10.141838, -0.22026655, -1.7908629, 9.184157]",,,,,,
